APR Percentage,Bankruptcy Fore Closure Check,Current Mortgage Balance,Estimated Credit Score Band Id,Estimated Credit Score,Estimated Property Value,Is Best Offer,Lender Id,Lender Rank,Loan Amount Requested,OfferId,Origination Fee,Other Lender Fees,Property City,Property State,Property Type Id,Property Zip Code,QuestionerId,Requested Loan Type Id,State,Status ,Veteran
,no,85000,,3,135000,,,,85000,8ba86229-207f-4d8c-96e9-bc816744a939,,,Seminole,FL,2,33772,b512e92a-468e-47e0-9f67-7137ebb360d3,2,,2,Yes
,no,85000,,3,135000,,,,85000,2c8631b4-2728-44c8-9c82-2bf8350ff188,,,Seminole,FL,2,33772,b512e92a-468e-47e0-9f67-7137ebb360d3,2,,2,Yes
,bankruptcy,75000,,5,80000,,,,60000,58323676-3cbc-482b-aa9f-bfa620d2d0f5,,,Lansing,MI,1,48906,78b22611-cfaa-4808-a3e0-840068a7968b,2,,2,No
,bankruptcy,75000,,5,80000,,,,60000,3ba800ef-5a15-49c3-aed1-14a0a89c8877,,,Lansing,MI,1,48906,78b22611-cfaa-4808-a3e0-840068a7968b,2,,2,No
,bankruptcy,60000,,5,80000,,,,60000,58323676-3cbc-482b-aa9f-bfa620d2d0f5,,,Lansing,MI,1,48906,78b22611-cfaa-4808-a3e0-840068a7968b,2,,2,No
,bankruptcy,60000,,5,80000,,,,60000,3ba800ef-5a15-49c3-aed1-14a0a89c8877,,,Lansing,MI,1,48906,78b22611-cfaa-4808-a3e0-840068a7968b,2,,2,No
,bankruptcy,85000,,9,120000,,,,95999,850a3336-090f-4a85-95f8-8c47f6ebb6e3,,,Evansville,IN,1,47714,1751f835-dcb4-478a-8747-bdbdf6f53dc5,2,,1,No
,no,70000,,3,180000,,,,70000,cd1d39f6-6cd9-4073-abef-e3d7ddce7e94,,,Manteo,NC,2,27954,d15b2f38-4122-4cde-9fa8-d6522d819260,2,,2,No
,no,170000,,7,180000,,,,170000,f653729d-8be4-4b76-b34f-033e70ad14ea,,,Wichita,KS,1,67215,9cdc130c-d536-4402-a44f-730b46e164e4,2,,1,No
,no,85000,,3,750000,,,,385000,7a65a9ed-8df8-4db8-a334-bf6f68c54379,,,Huntington Beach,CA,1,92647,0a104f7a-6e46-4518-b0dc-0aefb57be425,2,,2,No
,no,115000,,3,180000,,,,115000,f029213b-3cb7-4f1d-a2e4-f88c6a43996f,,,Minneapolis,MN,1,55443,3e0dad54-4859-44e2-9ab7-9cf46778a568,2,,2,No
,no,135000,,3,375000,,,,135000,d9a5d099-c438-43c3-b514-dd9682d27945,,,Charlotte,MI,1,48813,3c78acd8-94fb-4725-af76-0bb18ffa5533,2,,2,No
,no,135000,,3,375000,,,,135000,f56ffa80-d437-4d72-a3e5-e5723b2f5ee7,,,Charlotte,MI,1,48813,3c78acd8-94fb-4725-af76-0bb18ffa5533,2,,2,No
,no,135000,,3,375000,,,,135000,8883063f-2815-4017-9d8d-b4b865aca94f,,,Charlotte,MI,1,48813,3c78acd8-94fb-4725-af76-0bb18ffa5533,2,,2,No
,no,135000,,3,375000,,,,135000,ad177dd8-1e4a-43d7-aace-133df6cff534,,,Charlotte,MI,1,48813,3c78acd8-94fb-4725-af76-0bb18ffa5533,2,,2,No
,no,135000,,3,375000,,,,135000,1a73c1ea-c16f-4c18-9f8a-2a9eb16a996a,,,Charlotte,MI,1,48813,3c78acd8-94fb-4725-af76-0bb18ffa5533,2,,2,No
,no,65000,,3,275000,,,,110000,a4a3e53d-4369-4564-9886-166f12c43e02,,,Napa,CA,1,94559,d07c02f5-d4cd-4d0a-a67e-29493feac14f,2,,2,No
,no,65000,,3,275000,,,,110000,570aa357-d127-4a9b-95d0-209814c0474e,,,Napa,CA,1,94559,d07c02f5-d4cd-4d0a-a67e-29493feac14f,2,,2,No
,no,65000,,3,275000,,,,110000,d660397e-063b-4db5-a5db-b091282d22c6,,,Napa,CA,1,94559,d07c02f5-d4cd-4d0a-a67e-29493feac14f,2,,2,No
,no,65000,,3,275000,,,,110000,d4e55be8-24a7-4374-a11e-070cdc19afb7,,,Napa,CA,1,94559,d07c02f5-d4cd-4d0a-a67e-29493feac14f,2,,2,No
,no,65000,,3,275000,,,,110000,68cabd25-4368-42a8-8f47-7de94ea6f29d,,,Napa,CA,1,94559,d07c02f5-d4cd-4d0a-a67e-29493feac14f,2,,2,No
,no,90000,,3,275000,,,,110000,a4a3e53d-4369-4564-9886-166f12c43e02,,,Napa,CA,1,94559,d07c02f5-d4cd-4d0a-a67e-29493feac14f,2,,2,No
,no,90000,,3,275000,,,,110000,570aa357-d127-4a9b-95d0-209814c0474e,,,Napa,CA,1,94559,d07c02f5-d4cd-4d0a-a67e-29493feac14f,2,,2,No
,no,90000,,3,275000,,,,110000,d660397e-063b-4db5-a5db-b091282d22c6,,,Napa,CA,1,94559,d07c02f5-d4cd-4d0a-a67e-29493feac14f,2,,2,No
,no,90000,,3,275000,,,,110000,d4e55be8-24a7-4374-a11e-070cdc19afb7,,,Napa,CA,1,94559,d07c02f5-d4cd-4d0a-a67e-29493feac14f,2,,2,No
,no,90000,,3,275000,,,,110000,68cabd25-4368-42a8-8f47-7de94ea6f29d,,,Napa,CA,1,94559,d07c02f5-d4cd-4d0a-a67e-29493feac14f,2,,2,No
,no,60000,,3,300000,,,,95000,174f9af8-a1d4-4615-b797-7633ac2ab864,,,Overland Park,KS,1,66207,91bcb0b5-4378-499b-9927-fff33f32450e,2,,2,No
,bankruptcy,200000,,3,375000,,,,200000,eead3f0f-cbd7-4e6c-bba7-435e24ac3ae9,,,Fort Lauderdale,FL,1,33323,1412f7f4-229d-4d41-baa9-56d2ea9ef738,2,,2,No
,bankruptcy,200000,,3,375000,,,,200000,4c48b585-2abc-45ff-ab3a-9c2f86313f0a,,,Fort Lauderdale,FL,1,33323,1412f7f4-229d-4d41-baa9-56d2ea9ef738,2,,2,No
,bankruptcy,200000,,3,375000,,,,200000,a193b7c5-1375-4b61-be54-20c9b59aedb3,,,Fort Lauderdale,FL,1,33323,1412f7f4-229d-4d41-baa9-56d2ea9ef738,2,,2,No
,no,100000,,5,225000,,,,135000,8eae854d-b2a8-4384-bbad-01959d641d0c,,,Denton,TX,1,76210,e62e0253-3af7-477c-8212-f3716ec0488b,2,,1,Yes
,no,100000,,5,225000,,,,135000,b588a841-2098-4015-91bb-8df962269348,,,Denton,TX,1,76210,e62e0253-3af7-477c-8212-f3716ec0488b,2,,1,Yes
,no,60000,,5,225000,,,,135000,8eae854d-b2a8-4384-bbad-01959d641d0c,,,Denton,TX,1,76210,e62e0253-3af7-477c-8212-f3716ec0488b,2,,1,Yes
,no,60000,,5,225000,,,,135000,b588a841-2098-4015-91bb-8df962269348,,,Denton,TX,1,76210,e62e0253-3af7-477c-8212-f3716ec0488b,2,,1,Yes
,no,135000,,3,225000,,,,175000,a646b06f-ce81-4b59-9931-7fa43e6290e3,,,Avondale,AZ,1,85323,ec7f2aae-346b-443c-b682-8d8c765ac7dd,2,,2,No
,no,135000,,3,225000,,,,175000,2d2777da-6595-4eca-84b1-4da83695a850,,,Avondale,AZ,1,85323,ec7f2aae-346b-443c-b682-8d8c765ac7dd,2,,2,No
,no,135000,,3,225000,,,,175000,17d1dc54-8360-43e3-b47b-212729dda955,,,Avondale,AZ,1,85323,ec7f2aae-346b-443c-b682-8d8c765ac7dd,2,,2,No
,no,135000,,3,225000,,,,175000,271ae46d-e942-46fa-8873-6c77f6ab4780,,,Avondale,AZ,1,85323,ec7f2aae-346b-443c-b682-8d8c765ac7dd,2,,2,No
,no,135000,,3,225000,,,,175000,719dea88-826e-40f8-9de9-0e7ecb7ea3a1,,,Avondale,AZ,1,85323,ec7f2aae-346b-443c-b682-8d8c765ac7dd,2,,2,No
,no,135000,,3,225000,,,,175000,3ef400b8-c2df-48fe-af46-29b1a16b2f6f,,,Avondale,AZ,1,85323,ec7f2aae-346b-443c-b682-8d8c765ac7dd,2,,2,No
,no,135000,,3,225000,,,,175000,18e2c0fd-b212-49e7-aa00-b84c3335c910,,,Avondale,AZ,1,85323,ec7f2aae-346b-443c-b682-8d8c765ac7dd,2,,2,No
,no,135000,,3,225000,,,,175000,0081079d-5682-4b8e-b7f9-7d27e1e2fc58,,,Avondale,AZ,1,85323,ec7f2aae-346b-443c-b682-8d8c765ac7dd,2,,2,No
,no,135000,,3,225000,,,,175000,98153b33-12e5-4892-9457-21486d60f919,,,Avondale,AZ,1,85323,ec7f2aae-346b-443c-b682-8d8c765ac7dd,2,,2,No
,no,135000,,3,225000,,,,175000,5fb386c8-f967-4b34-9aaf-2cffe489038f,,,Avondale,AZ,1,85323,ec7f2aae-346b-443c-b682-8d8c765ac7dd,2,,2,No
,no,135000,,3,225000,,,,175000,6256e8c5-7f1b-42c2-aeff-e9309c61df52,,,Avondale,AZ,1,85323,ec7f2aae-346b-443c-b682-8d8c765ac7dd,2,,2,No
,no,70000,,3,250000,,,,70000,2cd4de93-4985-4272-9d31-c3e9fba326cb,,,Fort Lauderdale,FL,5,33311,b7edac98-0069-449e-be40-ecdf4e49a666,2,,2,No
,no,325000,,5,550000,,,,325000,735f42c8-633e-4e87-977c-4dc7c6c43742,,,North Bend,WA,1,98045,ea3251d0-b845-40e4-b706-449f99069600,2,,1,No
,no,325000,,5,550000,,,,325000,735f42c8-633e-4e87-977c-4dc7c6c43742,,,North Bend,WA,1,98045,ea3251d0-b845-40e4-b706-449f99069600,2,,1,No
,bankruptcy,150000,,5,325000,,,,220000,58a712f6-1319-4cb0-8261-c59137ea864e,,,Brookfield,WI,1,53045,80ff58b0-8a9b-49b2-b82b-0a124cb06b0e,2,,1,No
,no,150000,,9,475000,,,,240000,5477b9a7-a916-49dd-a0d6-ebc65fe7a2d5,,,Antioch,CA,1,94509,9fcdb1fc-7912-4a1a-93cc-75d5ed732fc8,2,,1,No
,no,550000,,5,900000,,,,630000,93fc1afd-6261-4a05-9630-5813abb774c1,,,Whitestone,NY,1,11357,de5c18e4-8aa9-44eb-aed9-d4bb1e629725,2,,1,No
,no,70000,,9,140000,,,,89000,73f4539d-7a5d-4370-9bc4-d398bf0e27ef,,,Tulsa,OK,5,74115,92f99d34-8231-4837-918b-24998137b37c,2,,1,No
,no,70000,,9,140000,,,,89000,73f4539d-7a5d-4370-9bc4-d398bf0e27ef,,,Tulsa,OK,5,74115,92f99d34-8231-4837-918b-24998137b37c,2,,1,No
,no,70000,,9,140000,,,,89000,3b5d9b20-c82a-4fb9-bb3c-192bfeea4fa2,,,Tulsa,OK,5,74115,92f99d34-8231-4837-918b-24998137b37c,2,,1,No
,no,70000,,9,140000,,,,89000,a70e1236-f9b4-48f6-8468-81bc2f828183,,,Tulsa,OK,5,74115,92f99d34-8231-4837-918b-24998137b37c,2,,1,No
,no,225000,,5,475000,,,,325000,ae7c2cfa-a45b-4e6d-bb44-67b3a05f34e9,,,Santa Ana,CA,5,92703,dd5449ac-25d9-4054-8307-94dc1eaa553b,2,,2,No
,no,225000,,5,475000,,,,325000,0992df52-2eb6-434a-b2d8-3407feb696ef,,,Santa Ana,CA,5,92703,dd5449ac-25d9-4054-8307-94dc1eaa553b,2,,2,No
,no,225000,,5,475000,,,,325000,e9ecc198-019f-489f-894f-8d3c916e83ea,,,Santa Ana,CA,5,92703,dd5449ac-25d9-4054-8307-94dc1eaa553b,2,,2,No
,no,225000,,5,475000,,,,325000,514d3951-4d4e-4c1f-9b2f-8b46548f7be9,,,Santa Ana,CA,5,92703,dd5449ac-25d9-4054-8307-94dc1eaa553b,2,,2,No
,no,225000,,5,475000,,,,325000,9266ee5c-4743-4dfe-977a-f509cc52715f,,,Santa Ana,CA,5,92703,dd5449ac-25d9-4054-8307-94dc1eaa553b,2,,2,No
,bankruptcy,85000,,5,250000,,,,150000,7e0d2f7f-c8c7-490d-9faa-312f7faa8b2b,,,Richmond,VA,1,23223,72c8285e-9e31-42b7-b20b-37e32bf0ff9a,2,,1,No
,no,225000,,9,350000,,,,305000,77717dfc-61b3-4337-84cc-620a065c89b7,,,Owings Mills,MD,1,21117,6d0c8573-6898-4ca7-b04a-610d2e5db75c,2,,1,No
,no,110000,,5,1000000,,,,110000,f83cd1f9-574c-4459-9005-63aa74c07b9a,,,Sudbury,MA,1,1776,78973dcc-eb6e-4a93-a66a-719f2433feb9,2,,2,Yes
,no,110000,,5,1000000,,,,110000,dc609e0d-96eb-4ca5-9f0a-e3bde699fcdb,,,Sudbury,MA,1,1776,78973dcc-eb6e-4a93-a66a-719f2433feb9,2,,2,Yes
,no,110000,,5,1000000,,,,110000,326e0565-00ac-43d3-a646-a9f8aabf26ff,,,Sudbury,MA,1,1776,78973dcc-eb6e-4a93-a66a-719f2433feb9,2,,2,Yes
,no,110000,,5,1000000,,,,110000,54b2816b-18ab-4fb3-8270-205d956d72ba,,,Sudbury,MA,1,1776,78973dcc-eb6e-4a93-a66a-719f2433feb9,2,,2,Yes
,no,110000,,5,1000000,,,,110000,2c6bd7ae-da60-4f19-8494-feb63d017ae0,,,Sudbury,MA,1,1776,78973dcc-eb6e-4a93-a66a-719f2433feb9,2,,2,Yes
,no,60000,,3,200000,,,,200000,56d8cc54-b108-4b4b-b005-ec8a58e5c117,,,Syracuse,NY,1,13224,c29f872b-bdcc-4d47-b29e-e1e3f6790b48,2,,1,No
,no,200000,,3,300000,,,,200000,56d8cc54-b108-4b4b-b005-ec8a58e5c117,,,Syracuse,NY,1,13224,c29f872b-bdcc-4d47-b29e-e1e3f6790b48,2,,1,No
,no,95000,,7,200000,,,,204000,f99f94f5-a41e-4957-80e7-e213aac33d66,,,South Lyon,MI,1,48178,81546970-8d40-4ff8-8102-c1d75b838101,2,,2,Yes
,no,95000,,7,200000,,,,204000,8503a819-c8db-4116-a08e-d9a5b9f22231,,,South Lyon,MI,1,48178,81546970-8d40-4ff8-8102-c1d75b838101,2,,2,Yes
,no,95000,,7,200000,,,,204000,c56c3acd-b1ad-4477-bf63-2094c5d7aa51,,,South Lyon,MI,1,48178,81546970-8d40-4ff8-8102-c1d75b838101,2,,2,Yes
,no,95000,,7,200000,,,,204000,69b4467c-4492-4526-a025-34a97ce9a184,,,South Lyon,MI,1,48178,81546970-8d40-4ff8-8102-c1d75b838101,2,,2,Yes
,no,95000,,7,200000,,,,204000,24397290-018f-4b3e-96e8-348dbc615291,,,South Lyon,MI,1,48178,81546970-8d40-4ff8-8102-c1d75b838101,2,,2,Yes
,no,60000,,3,170000,,,,60000,fb149b5f-d686-4518-a165-2f554f94a0dd,,,Lakeland,FL,3,33803,26943711-34e1-4130-a1ae-3a2426208c37,2,,1,No
,no,85000,,3,250000,,,,85000,09410f7c-b56b-4511-9df5-0e4acc24a30b,,,Pompano Beach,FL,1,33064,f6c31180-e2ec-45da-b527-48b5bd4765df,2,,2,No
,no,75000,,3,250000,,,,85000,09410f7c-b56b-4511-9df5-0e4acc24a30b,,,Pompano Beach,FL,1,33064,f6c31180-e2ec-45da-b527-48b5bd4765df,2,,2,No
,no,300000,,3,350000,,,,300000,1a8030ee-0a51-48f3-aa3c-2593d17face3,,,Houston,TX,1,77036,cd87308f-3519-4f3f-ac71-1a88b9c84677,2,,1,No
,no,300000,,3,350000,,,,300000,9d92ccef-945f-4ac4-b5cd-577be655c45a,,,Houston,TX,1,77036,cd87308f-3519-4f3f-ac71-1a88b9c84677,2,,1,No
,no,300000,,3,350000,,,,300000,bc0b3ad0-06f2-46d1-ae85-880e66e21128,,,Houston,TX,1,77036,cd87308f-3519-4f3f-ac71-1a88b9c84677,2,,1,No
,no,170000,,3,225000,,,,180000,7cda446e-0f92-49b8-bae2-f90bcd64a9eb,,,Charlotte,NC,1,28214,3b1a7e52-e018-4d64-b196-7f77965e9ac1,2,,2,Yes
,no,170000,,3,225000,,,,180000,bd4601a7-d130-4326-9f0a-ffc889bbe940,,,Charlotte,NC,1,28214,3b1a7e52-e018-4d64-b196-7f77965e9ac1,2,,2,Yes
,no,170000,,3,225000,,,,180000,4c0a3c46-8667-4450-b266-8ebf206ca5c6,,,Charlotte,NC,1,28214,3b1a7e52-e018-4d64-b196-7f77965e9ac1,2,,2,Yes
,no,170000,,3,225000,,,,180000,2cccf071-5678-43bd-86d1-00d879244c84,,,Charlotte,NC,1,28214,3b1a7e52-e018-4d64-b196-7f77965e9ac1,2,,2,Yes
,no,170000,,3,225000,,,,180000,d3d36038-9314-4dbf-b1e5-88017e31b5ee,,,Charlotte,NC,1,28214,3b1a7e52-e018-4d64-b196-7f77965e9ac1,2,,2,Yes
,no,170000,,3,225000,,,,180000,57d71143-226e-4cf4-ae7b-ada59469bfed,,,Charlotte,NC,1,28214,3b1a7e52-e018-4d64-b196-7f77965e9ac1,2,,2,Yes
,no,170000,,3,225000,,,,180000,69dcf7ce-d1ae-4528-8b99-246741a53f52,,,Charlotte,NC,1,28214,3b1a7e52-e018-4d64-b196-7f77965e9ac1,2,,2,Yes
,no,170000,,3,225000,,,,180000,16db3d68-36ce-47a3-912b-8fd583fb1865,,,Charlotte,NC,1,28214,3b1a7e52-e018-4d64-b196-7f77965e9ac1,2,,2,Yes
,no,170000,,3,225000,,,,180000,83c25223-2f8f-4b65-b78a-e72f87f8de46,,,Charlotte,NC,1,28214,3b1a7e52-e018-4d64-b196-7f77965e9ac1,2,,2,Yes
,no,170000,,3,225000,,,,180000,4f7494dc-4353-4216-a92c-6e4ff764ad34,,,Charlotte,NC,1,28214,3b1a7e52-e018-4d64-b196-7f77965e9ac1,2,,2,Yes
,no,170000,,3,225000,,,,180000,f168c501-09cc-430a-bf7b-4e83c85c1dbb,,,Charlotte,NC,1,28214,3b1a7e52-e018-4d64-b196-7f77965e9ac1,2,,2,Yes
,no,170000,,3,225000,,,,180000,7b68f84f-0d70-49c0-b0cd-7d4e0f81a327,,,Charlotte,NC,1,28214,3b1a7e52-e018-4d64-b196-7f77965e9ac1,2,,2,Yes
,no,190000,,3,300000,,,,215000,252f04f5-2d47-443f-b606-4d65b498ddb6,,,Macomb,MI,1,48042,cdb318f2-d724-4aab-a14e-aac8ee3c94d1,2,,2,No
,no,500000,,5,900000,,,,550000,9d54d2cf-76c9-42ba-9c76-7d7e05606fd7,,,Oxnard,CA,6,93036,99d6baec-ed30-4864-8d64-141ae8a45084,2,,1,No
,no,500000,,5,900000,,,,550000,99513852-3a94-48b4-8188-559ee1e326d2,,,Oxnard,CA,6,93036,99d6baec-ed30-4864-8d64-141ae8a45084,2,,1,No
,no,125000,,5,200000,,,,125000,9a0b1adc-17f0-473f-8caa-1b3f2b248eda,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,83f0fcdc-08cf-45d0-8d9a-69cf493b7baa,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,711e4e36-b82c-41a8-a789-e37ac7ff2632,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,19775239-8012-45d9-80df-85b9188251f3,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,8d90428b-4e92-460f-a447-6bd79090c1fb,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,20e43c19-f999-4c87-a2d2-d1a8d2d3a5da,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,d298b620-04fd-4d8f-a158-4e2984d46c84,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,11d1cb24-66b3-4457-a387-2a745ff0e5e0,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,12db525b-4df2-4f53-9467-e6511894f35c,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,9f80ba61-ae5a-4753-bfde-f8a350a8459f,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,56675040-656e-4d0f-abc4-9eb80b281591,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,e7f828e3-e496-4af3-aa4b-32f067ec20d8,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,16a5104c-87ae-4928-912b-69acee137fe1,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,c763d387-2c92-4764-9702-a82145f6040e,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,27fbcac3-5ac3-46ce-b62f-f572aaab6d34,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,371eb327-ee12-47c1-ae0e-01e46bae9b8c,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,cffae2a0-0011-4aee-86bf-58de52cba51c,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,d5bc9a6f-bcc0-4bbf-a89b-48e4606be3b7,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,07213ae4-86b7-482a-8cf2-6e04591816ba,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,f667f51b-a726-4f0d-9fa7-373c234c4a95,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,e7a676aa-54de-4a5f-a6bf-502ad1d0c7ec,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,3bf2e251-6aa1-42ff-b1d9-9ebef5f189b6,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,59adb76b-7d63-4189-bd62-455d89e23402,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,125000,,5,200000,,,,125000,5e147f99-e4a9-4bb2-8089-58bb210736cf,,,Jeffersonville,IN,1,47130,7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,2,,2,No
,no,120000,,9,160000,,,,128000,dad5d858-2062-4620-86f5-500d10e52889,,,Kinston,NC,1,28504,4cf99243-2b89-4fc1-bc62-ab5a57428960,2,,1,No
,no,250000,,3,300000,,,,250000,69a6ae52-6ea6-4a8d-9f8b-6b36f11fe982,,,Roswell,GA,1,30076,cfa7de2a-bcfa-45df-b74f-f31bb5ee7fa1,2,,2,No
,no,250000,,3,300000,,,,250000,20afc693-03ee-48ea-9953-a19dfd2c21f0,,,Roswell,GA,1,30076,cfa7de2a-bcfa-45df-b74f-f31bb5ee7fa1,2,,2,No
,no,250000,,3,300000,,,,250000,69f4b688-027c-4db1-9aa5-2200f53805c2,,,Roswell,GA,1,30076,cfa7de2a-bcfa-45df-b74f-f31bb5ee7fa1,2,,2,No
,no,400000,,5,600000,,,,400000,2d34bea0-6490-4e8e-9734-631a81d0a41e,,,Alexandria,VA,2,22312,09f8fa2c-339c-4d97-b90c-b4b378db9677,2,,1,No
,no,400000,,3,550000,,,,400000,fb341e29-4d66-407a-b3c9-273de96824bc,,,Emerson,NJ,1,7630,4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,2,,1,No
,no,400000,,3,550000,,,,400000,29dc641e-f452-4c73-9c25-071c1c272b72,,,Emerson,NJ,1,7630,4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,2,,1,No
,no,400000,,3,550000,,,,400000,87c595ec-87cd-4f67-bf6a-04cae4e6761e,,,Emerson,NJ,1,7630,4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,2,,1,No
,no,400000,,3,550000,,,,400000,4f16fa24-1e6f-42ed-8fea-efd8d584f512,,,Emerson,NJ,1,7630,4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,2,,1,No
,no,400000,,3,550000,,,,400000,84d8c1ca-7def-414f-a1eb-95b3822cd85c,,,Emerson,NJ,1,7630,4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,2,,1,No
,no,400000,,3,550000,,,,400000,37ba9aa4-3d32-4d63-9c75-d0a82c9b1865,,,Emerson,NJ,1,7630,4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,2,,2,No
,no,400000,,3,550000,,,,400000,bb398c14-2e58-4ef9-a28d-9b81de19afac,,,Emerson,NJ,1,7630,4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,2,,2,No
,no,400000,,3,550000,,,,400000,6a2245d1-9ffd-432a-887c-327dcaafa7fa,,,Emerson,NJ,1,7630,4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,2,,2,No
,no,110000,,9,150000,,,,120000,4a78ba0a-dd2b-4646-b36a-ec3e7ad4d637,,,Columbus,OH,3,43220,cf009212-0ea4-4e96-9796-49442fdf4e27,2,,1,No
,no,110000,,9,150000,,,,120000,8b394d6a-a71f-403a-a33a-b6535b2d7992,,,Columbus,OH,3,43220,cf009212-0ea4-4e96-9796-49442fdf4e27,2,,1,No
,no,200000,,3,275000,,,,210000,f759381f-83fd-4bab-bd1b-f0f0bde6ef99,,,Saint Joseph,MI,1,49085,82d88b34-ce34-4d7b-a192-6c190632c66a,2,,2,No
,no,200000,,3,275000,,,,210000,a0c1fd25-03b5-4682-8cc2-bf0a70063f36,,,Saint Joseph,MI,1,49085,82d88b34-ce34-4d7b-a192-6c190632c66a,2,,2,No
,no,200000,,3,275000,,,,210000,35b87759-cfdd-49ee-9d2e-186ee857b34e,,,Saint Joseph,MI,1,49085,82d88b34-ce34-4d7b-a192-6c190632c66a,2,,2,No
,no,85000,,7,90000,,,,85000,a6d0a2d5-48b2-4a0f-82d0-5a088c862049,,,Fort Worth,TX,1,76140,0dee1bf7-28ca-4a15-99d3-8bc40d380620,2,,1,Yes
,no,135000,,3,225000,,,,175000,089ca0aa-7f88-4ec6-87bc-19ad72d0a4f4,,,Avondale,AZ,1,85323,9d837aa9-a747-48f0-b503-175f7ca09238,2,,2,No
,no,135000,,3,225000,,,,175000,68968d98-f4fa-4aeb-a68a-ae04a6678b98,,,Avondale,AZ,1,85323,9d837aa9-a747-48f0-b503-175f7ca09238,2,,2,No
,no,135000,,3,225000,,,,175000,0038edd8-69d4-47cd-a56f-3d50c8f7ce24,,,Avondale,AZ,1,85323,9d837aa9-a747-48f0-b503-175f7ca09238,2,,2,No
,no,135000,,3,225000,,,,175000,bca6d817-c960-4f92-aa98-667efed72cdf,,,Avondale,AZ,1,85323,9d837aa9-a747-48f0-b503-175f7ca09238,2,,2,No
