APR Percentage,Bankruptcy Fore Closure Check,Current Mortgage Balance,Estimated Credit Score Band Id,Estimated Credit Score,Estimated Property Value,Is Best Offer,Lender Id,Lender Rank,Loan Amount Requested,OfferId,Origination Fee,Other Lender Fees,Property City,Property State,Property Type Id,Property Zip Code,QuestionerId,Requested Loan Type Id,State,Status ,Veteran
,no,170000,,3,250000,,,,180000,6c0aef06-1581-45b9-8922-96c3d273d962,,,Twain Harte,CA,1,95383,d7cd48cb-f186-4001-b145-f539e1dd74a8,2,CA,2,No
,no,170000,,3,250000,,,,180000,b10aca6b-967a-42c9-842b-025350a6986b,,,Twain Harte,CA,1,95383,d7cd48cb-f186-4001-b145-f539e1dd74a8,2,CA,2,No
,no,170000,,3,250000,,,,180000,5ba47fe4-72a7-4cac-b1b3-45ac399c6465,,,Twain Harte,CA,1,95383,d7cd48cb-f186-4001-b145-f539e1dd74a8,2,CA,2,No
,no,170000,,3,250000,,,,180000,6b47be66-99f5-4924-a2db-bd12b1c67412,,,Twain Harte,CA,1,95383,d7cd48cb-f186-4001-b145-f539e1dd74a8,2,CA,2,No
,no,170000,,3,250000,,,,180000,fbc4f810-8868-4126-96ca-a1664cb976f4,,,Twain Harte,CA,1,95383,d7cd48cb-f186-4001-b145-f539e1dd74a8,2,CA,2,No
,no,170000,,3,250000,,,,180000,e49eede2-b2cc-43ee-9027-2822bfaecf80,,,Twain Harte,CA,1,95383,d7cd48cb-f186-4001-b145-f539e1dd74a8,2,CA,2,No
,no,170000,,3,250000,,,,180000,f29ee6d8-14e9-4f77-9b51-af00936a13ed,,,Twain Harte,CA,1,95383,d7cd48cb-f186-4001-b145-f539e1dd74a8,2,CA,2,No
,no,170000,,3,250000,,,,180000,705c9b06-c959-4e66-be2d-931684774375,,,Twain Harte,CA,1,95383,d7cd48cb-f186-4001-b145-f539e1dd74a8,2,CA,2,No
,no,170000,,3,250000,,,,180000,55c19c4b-78b5-4825-85a7-fccb1a4a3c01,,,Twain Harte,CA,1,95383,d7cd48cb-f186-4001-b145-f539e1dd74a8,2,CA,2,No
,no,170000,,3,250000,,,,180000,da8b471b-ce33-4a5f-b1f6-267adb519980,,,Twain Harte,CA,1,95383,d7cd48cb-f186-4001-b145-f539e1dd74a8,2,CA,2,No
,bankruptcy,190000,,7,250000,,,,200000,8ad90437-d3a6-4423-8f08-75a1a31c7228,,,Conyers,GA,1,30013,75057eb9-940c-4e35-b344-825f2c1baffd,2,CA,1,No
,bankruptcy,225000,,7,550000,,,,475000,7fab13e0-63dc-4e45-8c1d-53d78313fda4,,,Germantown,MD,1,20876,88bd18f3-66a5-43c4-8965-b304cdb70a27,2,MD,1,No
,no,65000,,3,160000,,,,65000,0da35bae-e5f1-46ca-beb3-ac157a4c7eb7,,,Phoenix,AZ,1,85027,3f2a8492-863f-41a9-8b38-7521655bef3f,2,AZ,2,No
,no,65000,,3,160000,,,,65000,6e43033f-5954-4d27-88ab-7eab1db8a1cc,,,Phoenix,AZ,1,85027,3f2a8492-863f-41a9-8b38-7521655bef3f,2,AZ,2,No
,no,65000,,3,160000,,,,65000,61dd4b38-9a16-4651-bfcf-76dbdeba190f,,,Phoenix,AZ,1,85027,3f2a8492-863f-41a9-8b38-7521655bef3f,2,AZ,2,No
,no,65000,,3,160000,,,,65000,f7618150-4168-40c1-9117-496884c9bb86,,,Phoenix,AZ,1,85027,3f2a8492-863f-41a9-8b38-7521655bef3f,2,AZ,1,No
,no,65000,,3,160000,,,,65000,da79bea0-5110-48db-a616-56ef9e506c9e,,,Phoenix,AZ,1,85027,3f2a8492-863f-41a9-8b38-7521655bef3f,2,AZ,1,No
,no,65000,,3,160000,,,,65000,5124141c-0c1c-4162-801b-13dd02cd337c,,,Phoenix,AZ,1,85027,3f2a8492-863f-41a9-8b38-7521655bef3f,2,AZ,2,No
,no,65000,,3,160000,,,,65000,2ad39985-001a-4ce8-b35a-be27348cd822,,,Phoenix,AZ,1,85027,3f2a8492-863f-41a9-8b38-7521655bef3f,2,AZ,2,No
,no,65000,,3,160000,,,,65000,8a33adb0-a3e5-4cc1-bdeb-e1877e81378e,,,Phoenix,AZ,1,85027,3f2a8492-863f-41a9-8b38-7521655bef3f,2,AZ,1,No
,no,65000,,3,160000,,,,65000,d11bf268-2c19-497b-b8e2-953f4b3d00e3,,,Phoenix,AZ,1,85027,3f2a8492-863f-41a9-8b38-7521655bef3f,2,AZ,2,No
,no,65000,,3,160000,,,,65000,beeedca6-0299-4e8d-b312-bc60708cc121,,,Phoenix,AZ,1,85027,3f2a8492-863f-41a9-8b38-7521655bef3f,2,AZ,2,No
,no,65000,,3,160000,,,,65000,c9cdd207-8ed8-4b7b-99ee-8ed21c48744f,,,Phoenix,AZ,1,85027,3f2a8492-863f-41a9-8b38-7521655bef3f,2,AZ,2,No
,no,375000,,3,600000,,,,450000,307821e4-6911-43d5-baad-b089ba1a9aa8,,,Reisterstown,MD,1,21136,eeba4a8a-ec2a-4685-a6fd-5874688acfd2,2,MD,1,No
,no,190000,,5,400000,,,,240000,e9f8cede-bed9-4194-9556-64dc7c915600,,,Denver,CO,1,80205,867d5a6b-72a9-44c5-8985-82b9e072f772,2,CO,2,No
,no,190000,,5,400000,,,,240000,6a092744-8e98-43bb-8604-3df974695127,,,Denver,CO,1,80205,867d5a6b-72a9-44c5-8985-82b9e072f772,2,CO,2,No
,no,190000,,5,400000,,,,240000,7cb99c3d-c236-4dd8-a98d-37772462242e,,,Denver,CO,1,80205,867d5a6b-72a9-44c5-8985-82b9e072f772,2,CO,2,No
,no,190000,,5,400000,,,,240000,3f43103c-592e-4441-9dc7-ce5a990ddd31,,,Denver,CO,1,80205,867d5a6b-72a9-44c5-8985-82b9e072f772,2,CO,2,No
,no,190000,,5,400000,,,,240000,01156c6b-73b4-4d14-8ab2-c17a555c7a8a,,,Denver,CO,1,80205,867d5a6b-72a9-44c5-8985-82b9e072f772,2,CO,2,No
,no,60000,,5,200000,,,,60000,0f8fc095-497b-4fc4-9bdf-c7955e5f560a,,,Mechanicsburg,PA,1,17055,f08c2782-3db0-47b8-a510-05c4f1511a7d,2,PA,1,No
,no,60000,,5,200000,,,,60000,e598aaf1-4112-4522-8d4a-9cbed3b93519,,,Mechanicsburg,PA,1,17055,f08c2782-3db0-47b8-a510-05c4f1511a7d,2,PA,1,No
,no,60000,,5,200000,,,,60000,439f74a4-89f0-491d-9c82-bf7d9524e9f6,,,Mechanicsburg,PA,1,17055,f08c2782-3db0-47b8-a510-05c4f1511a7d,2,PA,1,No
,no,60000,,5,200000,,,,60000,f4790a7e-66a0-4345-8379-6e1d4b728b35,,,Mechanicsburg,PA,1,17055,f08c2782-3db0-47b8-a510-05c4f1511a7d,2,PA,1,No
,no,225000,,5,250000,,,,225000,72ca238e-a7ce-43b4-8d02-a26614740d49,,,New Orleans,LA,1,70123,0b370eb0-5380-403d-acf0-fe1dd2f42aca,2,LA,1,Yes
,no,350000,,3,550000,,,,385000,6cca19f4-f476-4f86-9d34-918146be8687,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,43e18d59-d51e-4e41-95bf-a9a20545c5f8,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,0dfd1dd1-04fb-4854-ab7a-27226a359780,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,802c4e94-5dcf-4574-b056-54249bdfafda,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,23e5a180-9e16-4dcd-bc62-b8212b86e87c,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,92686b1f-28eb-4a94-9bd2-eb604ce646a9,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,f1b936b4-00e8-434a-b04d-1fced39695e4,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,4769290a-b391-4ad9-a82d-07898c5e4e28,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,2f64a219-88a8-4559-aeaa-6db360552083,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,b6b3b829-89b4-45e0-96a9-6d1bcf09a029,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,39c54771-f7ee-46e1-bc19-1f528e8df312,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,d19136f4-2d24-45bb-af17-e11fde9fc0dd,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,f90a7903-9c80-47a6-8071-bc3b01d70123,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,87493b3c-9e94-411c-98ba-30e8bcdab2b3,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,fcb839df-6c26-4807-ac26-0a2e9cfb2214,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,06c3cb78-238f-45ee-b10c-5264fdb5ca00,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,82562f77-1727-40e7-8f21-1d7f13d946d4,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,350000,,3,550000,,,,385000,31e442c7-5585-4452-b69c-d4fbf7692fb9,,,Miami,FL,1,33173,0fc95f8c-1ef5-4b6e-adb5-3daf81bd055a,2,FL,2,No
,no,60000,,3,450000,,,,360000,32db40c3-7bf3-4326-9ce3-6a7567b4967d,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,537868ea-f8d7-4b2a-9251-9f647237e12c,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,659204e6-bf07-4527-97e0-fc38e546f168,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,9df08906-e5b2-4fe2-8cc0-bc0a30b78bcc,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,c4b22774-6c8d-4e8a-8645-7487ac2b7b63,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,269170c7-939e-4afc-983e-005f4f506282,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,7a66725f-c2b1-4411-a93d-eb34dbaf9875,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,d079102a-4044-409a-8189-a5df689a2c7d,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,4b0d0f8e-3929-4cec-bad7-740b08eb34b3,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,acd3b9a5-8221-4f43-9918-fbd10a8a1dbe,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,a4d75d7f-6de1-4146-b2ed-a18939b54512,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,9a591941-7172-4bee-99a4-f335f52173a5,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,780fe547-194e-4d0b-a23b-b2a23235d3e3,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,d1c66192-a8fd-46f6-acf3-6d82f6fa859c,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,be70e03c-5dd7-4a70-8927-c9ac9712da1d,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,3f6f02c4-0405-4397-8245-e20f5537e95e,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,ffe2b3bd-c1ee-4cf6-8576-87975c368ad7,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,f0f4e7ee-fea4-413d-9280-e93097423bad,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,ebb1bd1e-09f7-46bd-a9b9-248357411c78,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,401d98da-c48c-4873-8c7f-26fbb8fac558,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,351c223a-ce96-46c6-8208-8a63d8c61707,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,c415f303-5226-46b5-a1d5-4a751739c701,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,f6d6e9a0-e577-4d4a-9687-69c0a4bb9516,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,2274863b-943b-4375-bbb4-e19da1320a51,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,b5aff5da-bf45-4903-b4e2-b87934002cc4,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,b5b9b5f9-d9b6-4170-8986-1aef34ac8b5a,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,cab85751-a6dd-4cc5-9321-ab22149a33ed,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,e22fd307-12d9-438f-9271-dd6d8aed6e1b,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,c356e6fb-6793-4e5b-9fea-0768c7b997bc,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,027fd761-e22c-4704-b53d-cad6565c0f95,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,3ed3d8a4-7508-461a-8148-92e552b599f6,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,6877ea35-2fd9-472c-bc9a-cd5cb143b6ab,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,34d8e7e3-311f-4396-88b6-f187f89c1c1f,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,0fff9d95-35a0-41ef-8009-c9d9790e225f,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,6b930e90-1e77-4c4f-b2eb-b865f6ad95f3,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,83a769df-1e97-4d1e-a79f-e8208fbc60ae,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,d3ed001d-895d-4fc3-a715-cdebb1db1f6e,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,dd931599-900f-4b61-8dda-8f4e0268e6d6,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,dec4c758-d9a1-44db-a8aa-dc8dd846d4e0,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,678a94da-2fcc-4d6e-bc12-b1678eade575,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,d44cb117-8fda-4326-9e84-483afcc5ccd7,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,b19f3d2d-877e-4e76-8bfd-f6f418cb36c3,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,3873df33-ae42-4841-90b2-97503fd7700e,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,fed7d851-45d5-4ec8-be30-ab52c7632dc8,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,f30f247a-7417-4888-9a31-d3bace1fcedf,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,b8e4416a-4725-4e99-9fa7-d654dc7a55ae,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,7d34789e-beba-44f1-93bf-3b615bbcea24,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,450000,,,,360000,30f6b6da-30e8-4c1f-8bb1-8835ef1c3788,,,Littleton,CO,1,80126,e380400e-4e60-4a6b-b19e-b5f5e52111b5,2,CO,2,Yes
,no,60000,,3,75000,,,,60000,c38ac449-8ce6-47d9-9ec9-929166e9e05a,,,Henrico,VA,2,23075,24196acd-3b21-4395-bb32-53f6562c6f6f,2,VA,1,No
,no,115000,,3,180000,,,,150000,000a8a2b-da80-4900-846f-17651e3a938c,,,Carlisle,PA,1,17013,249fcec0-3271-46db-894e-7627c0a002d4,2,PA,2,No
,no,85000,,3,125000,,,,85000,d2ec9150-708c-4757-a180-5fce96ee5d16,,,Snellville,GA,1,30039,a25c51d6-63f5-4d42-b6cd-dfc4c38ad1c0,2,GA,2,No
,no,85000,,3,125000,,,,85000,a79faf6a-e927-43c7-9ddf-8aac3b3a1ade,,,Snellville,GA,1,30039,a25c51d6-63f5-4d42-b6cd-dfc4c38ad1c0,2,GA,2,No
,no,85000,,3,125000,,,,85000,29cc0fc7-6a60-4a36-a5d6-be6770958b4a,,,Snellville,GA,1,30039,a25c51d6-63f5-4d42-b6cd-dfc4c38ad1c0,2,GA,2,No
,no,85000,,3,125000,,,,85000,f5f5e421-a378-4e82-88e3-70bcce4ce61b,,,Snellville,GA,1,30039,a25c51d6-63f5-4d42-b6cd-dfc4c38ad1c0,2,GA,2,No
,no,60000,,9,160000,,,,85000,168f245f-6507-4f6e-80ea-c2234f2baa01,,,Roscoe,IL,1,61073,55f092ea-346e-4010-a6fb-ab094732d6ed,2,IL,2,No
,no,60000,,9,160000,,,,85000,0c9719f4-0a64-4b6b-85fb-889d471ce122,,,Roscoe,IL,1,61073,55f092ea-346e-4010-a6fb-ab094732d6ed,2,IL,2,No
,no,60000,,9,160000,,,,85000,3ebeac00-37dc-409d-a582-4b7ba48f1594,,,Roscoe,IL,1,61073,55f092ea-346e-4010-a6fb-ab094732d6ed,2,IL,2,No
,no,60000,,9,160000,,,,85000,f49ed0c2-da50-4b9f-a06b-3d430a54d182,,,Roscoe,IL,1,61073,55f092ea-346e-4010-a6fb-ab094732d6ed,2,IL,2,No
,no,60000,,9,160000,,,,85000,93118a47-9db3-48ca-821d-fe10c310ac93,,,Roscoe,IL,1,61073,55f092ea-346e-4010-a6fb-ab094732d6ed,2,IL,2,No
,no,140000,,3,250000,,,,155000,173e574f-3f05-4cba-8064-59e6d2f58d56,,,Denver,NC,1,28037,a888a922-c88c-4120-ad1e-013241a62432,2,NC,2,No
,no,140000,,3,250000,,,,155000,ea6f7044-d581-4be6-b98b-ac2b095945fb,,,Denver,NC,1,28037,a888a922-c88c-4120-ad1e-013241a62432,2,NC,2,No
,no,140000,,3,250000,,,,155000,79a3e301-d240-48b6-bd16-8fe3fb158309,,,Denver,NC,1,28037,a888a922-c88c-4120-ad1e-013241a62432,2,NC,2,No
,no,140000,,3,250000,,,,155000,981e014e-3767-4b9d-befb-afba34a7975d,,,Denver,NC,1,28037,a888a922-c88c-4120-ad1e-013241a62432,2,NC,2,No
,no,140000,,3,250000,,,,155000,01882cee-6840-4160-8cd3-48dbbaf6cfec,,,Denver,NC,1,28037,a888a922-c88c-4120-ad1e-013241a62432,2,NC,2,No
,no,60000,,3,115000,,,,60000,dbe85550-984b-4847-a7c7-5f060c41873a,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,74da743a-b5b3-49f6-9755-cf4c10422a98,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,d218e631-5b09-4ae2-a4f0-979e74ed55c3,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,924ecd97-c0a2-46b9-bae0-fd5f9f065a92,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,6bd31f79-f62b-4f62-9945-b31915e9318b,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,161cd883-e1ef-42b3-8e6a-9ede77dcd692,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,eac004bd-e007-4a27-ba06-2770cab4daa0,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,9277c0a0-427a-402f-a6e2-229d75612b12,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,3c8a4c1b-3e90-4e41-a154-c6fab9bc51d4,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,2d7ebb8e-f5d8-41bf-a0ea-68d075fcc088,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,bb7b36e9-5765-47a6-bf77-aaa21c1191f4,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,de5335d6-4db2-4a55-add4-14d8905e6e1d,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,30325f6a-470f-4b93-8cd9-c9d304070034,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,99024d55-5864-4145-a302-39cda4be74e8,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,56176a90-f3fa-45c0-9402-a754b31a2f3a,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,fe5ae084-1ce8-4d26-a941-c1a17cbd3b53,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,b1b5ed93-2405-4642-a483-b359b49308d4,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,b1324951-9508-481e-a134-46d2cba52359,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,d6957ad1-8b15-4d49-935a-1b714004f04b,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,80ef985c-494f-4f99-b543-7348473c2584,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,bd208be1-6999-42f0-85c6-a127e3f4255a,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,d3122687-3fcf-42d2-9f97-8c0787d7f09f,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,60000,,3,115000,,,,60000,5312298d-d93a-45f6-91b1-208dee76ba62,,,Meadville,PA,1,16335,7bf8878e-94b3-467f-b6c9-82455772f363,2,PA,2,No
,no,425000,,3,600000,,,,475000,3f6be750-c9d0-4d7f-8bd4-163c5fef3f48,,,Frisco,TX,1,75034,242ae648-72e0-4c6a-a4a6-3f3d0c5ab19f,2,TX,2,Yes
,no,225000,,3,425000,,,,320000,c3413767-5a5c-4955-895a-37b89f8f386d,,,Buzzards Bay,MA,1,2532,064fc148-f61e-4428-a653-4d5be9bcd822,2,MA,2,No
